﻿link,id,question,enabled
https://observablehq.com/d/589e6865378cd7d6,255,How can I get Malaysia’s mental health policy status in 2016?,0
https://observablehq.com/d/589e6865378cd7d6,256,What happens if I hover over Algeria in 2016?,0
https://observablehq.com/d/1b755d9cc2e459c3,257,What does an upward line for the United States suggest?,0
https://observablehq.com/d/1b755d9cc2e459c3,258,How can I get the 2024 immigrant share for Malaysia?,0
https://observablehq.com/d/1b755d9cc2e459c3,259,What happens if I drag the year slider from 1990 to 2024?,0
https://observablehq.com/d/8f55c8c4ed709bb0,260,What was the birth rate in the United States in 2023?,0
https://observablehq.com/d/8f55c8c4ed709bb0,261,How can I get the death rate for the United States in 2020?,0
https://observablehq.com/d/8f55c8c4ed709bb0,262,What happens if I hover over the line chart near 2023?,0
https://observablehq.com/d/8b10efa48c889ce6,263,"In 1749, was Sweden’s crude birth rate higher than its crude death rate?",0
https://observablehq.com/d/8b10efa48c889ce6,264,How can I get Sweden’s crude death rate for 1749?,0
https://observablehq.com/d/8b10efa48c889ce6,265,What happens if I drag the slider to 1900 in Bar mode?,0
https://observablehq.com/d/f4b19098b5c5b8cf,266,What trend does the 2024 projection show from 2025 to 2050?,0
https://observablehq.com/d/f4b19098b5c5b8cf,267,How can I get the 2024 projection value for world population in 2050?,0
https://observablehq.com/d/f4b19098b5c5b8cf,268,What happens if I click the Bar button?,0
https://observablehq.com/d/92d24a089ca800a9,269,What was the world population estimate by McEvedy and Jones (1978) in 1950?,0
https://observablehq.com/d/92d24a089ca800a9,270,How can I get the McEvedy and Jones (1978) value for 1950 from the chart?,0
https://observablehq.com/d/92d24a089ca800a10,271,What happens if I hover near 1900 on the line chart?,0
https://observablehq.com/d/d8cdfd7c918088da,272,"In 2017, which was higher: First child or Third child?",0
https://observablehq.com/d/d8cdfd7c918088da,273,How can I find which birth order is highest in 1990?,0
https://observablehq.com/d/d8cdfd7c918088da,274,What happens if I click the play button under the chart?,0
https://observablehq.com/d/322d3e232b20a5a7,275,How does China’s trend change from 1970 to 2050?,0
https://observablehq.com/d/322d3e232b20a5a7,276,How can I get only the data range from 2000 to 2050?,0
https://observablehq.com/d/322d3e232b20a5a7,277,What happens if I drag the right slider handle from 2050 to 2020?,0
https://observablehq.com/d/42003b6f245b303f,278,What was the number of Excess female deaths in the World in 2015?,0
https://observablehq.com/d/42003b6f245b303f,279,How can I get the Missing female births value for the World in 2010?,0
https://observablehq.com/d/42003b6f245b303f,280,What happens if I hover over the 2010 point on the line chart?,0
https://observablehq.com/d/cc6add73dd00fe92,281,"In 1900, which was higher: France’s period life expectancy or cohort life expectancy?",0
https://observablehq.com/d/cc6add73dd00fe92,282,How can I retrieve France’s cohort life expectancy in 1932 using the line chart?,0
https://observablehq.com/d/cc6add73dd00fe92,283,"What happens if I hover over the line chart near France, 1900?",0
https://observablehq.com/d/c34bc49d1c1849a1,284,"From 1933 to 2023, how did the death rate for 85–89 years old change?",0
https://observablehq.com/d/c34bc49d1c1849a1,285,How can I get the death rate for 20–24 years old in 2023 using the chart?,0
https://observablehq.com/d/c34bc49d1c1849a1,286,What happens if I hover over the 85–89 years old bar in 2023?,0
https://observablehq.com/d/b48e3d6d668e5a4c,287,What was the highest female life expectancy in 2023?,0
https://observablehq.com/d/b48e3d6d668e5a4c,288,How can I retrieve all years where Japan was the country with the highest female life expectancy?,0
https://observablehq.com/d/b48e3d6d668e5a4c,289,"What happens if I click a country dot, such as Norway 1960?",0
https://observablehq.com/d/d7552c4cdf662cc1,290,"In 2018, which contributed more to the sex gap: Ages 60–79 or Ages 80+?",0
https://observablehq.com/d/d7552c4cdf662cc1,291,How can I get the value for Ages 60–79 in France in 2018?,0
https://observablehq.com/d/d7552c4cdf662cc1,292,What happens if I hover over the Ages 60–79 area near 2000?,0
https://observablehq.com/d/c926160052addfb9,293,"From 1970 to 2021, what trend is shown for Japan females?",0
https://observablehq.com/d/c926160052addfb9,294,How can I get the latest available value for France females?,0
https://observablehq.com/d/c926160052addfb9,295,What happens if I hover over France around 1970 in Line mode?,0
https://observablehq.com/d/d853ee793fb4ca5c,296,What was the Top 1% survival age in France in 2023?,0
https://observablehq.com/d/d853ee793fb4ca5c,297,How can I retrieve the 50% survival age for France in 2000?,0
https://observablehq.com/d/d853ee793fb4ca5c,298,What happens if I hover over the line chart around 1950?,0
https://observablehq.com/d/4140584c22b75a8b,299,"In 2023, which had a higher average age: 1st birth or 2nd birth?",0
https://observablehq.com/d/4140584c22b75a8b,300,How can I get the bar value for 5th birth or higher in 2023?,0
https://observablehq.com/d/4140584c22b75a8b,301,What happens if I hover over the 2023 point in the line chart?,0
https://observablehq.com/d/f23cbe05933d7078,302,What was the overall average age for All births across 1918–1973?,0
https://observablehq.com/d/f23cbe05933d7078,303,How can I compare 1st birth and 2nd birth in 1950?,0
https://observablehq.com/d/f23cbe05933d7078,304,What happens if I hover over 1973 in the line chart?,0
https://observablehq.com/d/1b52d2aa3cf01db1,305,What percentage of women born in 1973 had 2 births?,0
https://observablehq.com/d/1b52d2aa3cf01db1,306,How can I get the exact percentage for 1 birth among women born in 1973?,0
https://observablehq.com/d/1b52d2aa3cf01db1,307,What happens if I hover over the 2 births area around 1973?,0
https://observablehq.com/d/b50ab7e321c6ccdb,308,"At age 30, which cohort had a higher fertility rate in the United States: women born in 1990 or 1970?",0
https://observablehq.com/d/b50ab7e321c6ccdb,309,How can I get the fertility rate for women in Japan born in 1990 at age 30?,0
https://observablehq.com/d/b50ab7e321c6ccdb,310,What happens if I hover over age 30 in the United Kingdom panel?,0
https://observablehq.com/d/98862fae91a2837b,311,What trend is visible in the age at which women reach one child on average across birth cohorts?,0
https://observablehq.com/d/98862fae91a2837b,312,How can I get the average number of children for women born in 1970 by age 40?,0
https://observablehq.com/d/98862fae91a2837b,313,What happens if I hover near the 1995 cohort line around age 35?,0
https://observablehq.com/d/5166a95ac88c159f,314,What is the Total fertility rate in Sweden in 1990?,0
https://observablehq.com/d/5166a95ac88c159f,315,How can I get the Completed cohort fertility rate shifted +30 years in 2010?,0
https://observablehq.com/d/5166a95ac88c159f,316,What happens if I click the Bar button and move the slider to 2000?,0
https://observablehq.com/d/503afb7f94a9169f,317,"In 2000, which country had a higher birth rate: France or Spain?",0
https://observablehq.com/d/503afb7f94a9169f,318,How can I get the birth rate for Spain in 1995 using the bar chart?,0
https://observablehq.com/d/503afb7f94a9169f,319,What happens if I hover over France's data point in 2000?,0
https://observablehq.com/d/528b5dcbfb99d8c6,320,What seasonal trend can be observed in birth rates throughout the year?,0
https://observablehq.com/d/528b5dcbfb99d8c6,321,How can I find the birth rate for September 2010?,0
https://observablehq.com/d/528b5dcbfb99d8c6,322,What happens if I drag the slider from 2000 to 2010?,0
https://observablehq.com/d/90c11d52c2bfe951,323,What was the daily birth rate in the peak month for Spain in 1990?,0
https://observablehq.com/d/90c11d52c2bfe951,324,How can I find the peak month and daily birth rate for France in 2005?,0
https://observablehq.com/d/90c11d52c2bfe951,325,What happens if I click the Bar button and move the slider to 2010?,0
https://observablehq.com/d/7f15489d43316c45,326,"In 2020, which had a larger population in Asia: cities or rural areas?",0
https://observablehq.com/d/7f15489d43316c45,327,How can I find the population living in cities in North America in 2010?,0
https://observablehq.com/d/7f15489d43316c45,328,What happens if I hover over Asia at 2020?,0
https://observablehq.com/d/2bc85c650c3a8152,329,How has the population of Tokyo changed over time?,0
https://observablehq.com/d/2bc85c650c3a8152,330,How can I get the projected population of New Delhi in 2035?,0
https://observablehq.com/d/2bc85c650c3a8152,331,What happens if I hover over 2020 on the line chart?,0
https://observablehq.com/d/b9ead2eadc99be08,332,What was the population density of Mumbai in 2020?,0
https://observablehq.com/d/b9ead2eadc99be08,333,How can I get the projected population density of Hong Kong in 2100?,0
https://observablehq.com/d/b9ead2eadc99be08,334,What happens if I hover over 2020 on the line chart?,0
https://observablehq.com/d/2414ee1335c8187d,335,"In 2015, which city had a larger population: Delhi or Tokyo?",0
https://observablehq.com/d/2414ee1335c8187d,336,How can I find the population of Istanbul in 2010?,0
https://observablehq.com/d/2414ee1335c8187d,337,What happens if I hover over 2020 on the line chart?,0
https://observablehq.com/@fyp4/malaysia-direct-investment-abroad-dia-by-sector,338,What was the Value bill in US dollars for the manufacturing in 2023?,0
https://observablehq.com/@fyp4/malaysia-direct-investment-abroad-dia-by-sector,339,How do I get the information about the manufacturing in 2016?,0
https://observablehq.com/@fyp4/malaysia-direct-investment-abroad-dia-by-sector,340,What is the total manufacturing in US dollars fo the years 2015 to 2020?,0
https://observablehq.com/d/326e00c42fc73c5d ,341,How do I get the percent change of california?,0
https://observablehq.com/d/326e00c42fc73c5d ,342,What is the percent change of Alaska?,0
https://observablehq.com/d/326e00c42fc73c5d ,343,Which has the highest percent change out of all the states?,0
https://observablehq.com/d/b787bc7974e1f0b2,344,How do I get the percent change of Texas?,0
https://observablehq.com/d/b787bc7974e1f0b2,345,What is the percent change of New York?,0
https://observablehq.com/d/b787bc7974e1f0b2,346,Which state has the lowest percent change?,0
https://observablehq.com/d/2abe767da206ed2b,347,How do I get to see only the metro counties?,0
https://observablehq.com/d/2abe767da206ed2b,348,What does the black color on the counties mean?,0
https://observablehq.com/d/2abe767da206ed2b,349,What kind of poverty has Merced county in California?,0
https://observablehq.com/d/6d1c43df3a1de518,350,How do I get to see only solar energy?,0
https://observablehq.com/d/6d1c43df3a1de518,351,How do I see only between 1800 and 1880?,0
https://observablehq.com/d/6d1c43df3a1de518,352,What is the natural gas value in 2020?,0
https://observablehq.com/d/ad1587cfc205c2f2 ,353,What is the difference between the National Home Sales Annualized Rate value in January 2021 and January 2024?,0
https://observablehq.com/d/ad1587cfc205c2f2 ,354,How do I see Year over Year change?,0
https://observablehq.com/d/ad1587cfc205c2f2 ,355,What is the National Home Sales Annualized Rate of August 2013?,0
https://observablehq.com/d/11cf572dd1b14ff7,356,What is the difference between Afghanistan and South America in 2017?,0
https://observablehq.com/d/11cf572dd1b14ff7,357,What is the value of South America in 1995?,0
https://observablehq.com/d/11cf572dd1b14ff7,358,How do I get the value of Afghanistan in 2012?,0
https://observablehq.com/@fyp4/olympic-games-medals-over-time,359,How do I see the medals of Germany in Winter?,0
https://observablehq.com/@fyp4/olympic-games-medals-over-time,360,How many medals does Other Europe have in 2008?,0
https://observablehq.com/@fyp4/olympic-games-medals-over-time,361,What color do I need to look at to see the medals of Germany?,0
https://observablehq.com/@yonsei-university/life-expectancy,362,How can I see the life expectancy in the year 2000?,0
https://observablehq.com/@yonsei-university/life-expectancy,363,What is the male life expectancy in Nigeria in 2021?,0
https://observablehq.com/@yonsei-university/life-expectancy,364,What do I have to do to see the female life expectancy in India in 2021?,0
https://observablehq.com/@yonsei-university/us-masters,365,How do I make it stop in the 18th hole?,0
https://observablehq.com/@yonsei-university/us-masters,366,How many shots under par that Rose has in the 18th hole?,0
https://observablehq.com/@yonsei-university/us-masters,367,Who does the orange line represent?,0
https://observablehq.com/d/780072d35cb6100d,368,,0
https://observablehq.com/d/780072d35cb6100d,369,,0
https://observablehq.com/d/780072d35cb6100d,370,,0
https://observablehq.com/d/da18df4887a7180e,371,What is the percentage of the urban population percentage in 2008?,0
https://observablehq.com/d/da18df4887a7180e,372,How do I see the percentage for both urban and rural population percentage in bar chart?,0
https://observablehq.com/d/da18df4887a7180e,373,What are the average percentage of urban population throughout the whole year?,0
https://observablehq.com/d/53d1b4690a751951,374,What is Iran's antibiotic use in 2020?,0
https://observablehq.com/d/53d1b4690a751951,375,What happens if I hover over the bars?,0
https://observablehq.com/d/53d1b4690a751951,376,What are the average of the antibiotic usage for Asian countries?,0
https://observablehq.com/d/12bfeaa94b53f7f1,377,What is the percentage difference between rural and urban in 2011?,0
https://observablehq.com/d/12bfeaa94b53f7f1,378,How do I get the information for 2016 in the bar chart?,0
https://observablehq.com/d/12bfeaa94b53f7f1,379,What is the percentage of urban population using safely managed water in 2016?,0
https://observablehq.com/d/ef9c461497a97a5d,380,How can user see the trend for all continent's antibiotic use in livestock per kilogram through out the year?,0
https://observablehq.com/d/ef9c461497a97a5d,381,What is the antibitic use in livestock per kilogram for Africa in 2018?,0
https://observablehq.com/d/ef9c461497a97a5d,382,What is the percentage of Europe's antibiotic usage?,0
https://observablehq.com/d/6b6283867644b9dd,383,What does the color green of the line graph represent?,0
https://observablehq.com/d/6b6283867644b9dd,384,In 2021 what is the usage of penicillin with extended spectrum?,0
https://observablehq.com/d/6b6283867644b9dd,385,In the bar chart how can I see the information for Nitroimidazole for 2018?,0
https://observablehq.com/d/1b8142eafd60feaf,386,In the European union what percentage of infections were Gastrointestinal infection sin 2019?,0
https://observablehq.com/d/1b8142eafd60feaf,387,What is the difference between European Region and South-East Asia Region in the percentage of bloodstream infections in 2018?,0
https://observablehq.com/d/1b8142eafd60feaf,388,What does the Red color represent on the graphs?,0
https://observablehq.com/d/403f829227ef598a ,389,What can the user see when they hover over the line charts?,0
https://observablehq.com/d/403f829227ef598a ,390,"If the user clicks the play button at the bottom, what will happen?",0
https://observablehq.com/d/403f829227ef598a ,391,what is the average for bloodstream infection for all the continents in 2019?,0
https://observablehq.com/d/2edf413947172c98,392,What does the red color represent in the graph?,0
https://observablehq.com/d/2edf413947172c98,393,What is the total million tones of emissions in 1986?,0
https://observablehq.com/d/2edf413947172c98,394,How many tonnes has the Nitrogen oxides in 1998?,0
https://observablehq.com/d/87d1c51fd93a6608,395,What is the difference between London and Delhi in 2008?,0
https://observablehq.com/d/87d1c51fd93a6608,396,In which year does Delhi appear for the first time in the bar chart?,0
https://observablehq.com/d/87d1c51fd93a6608,397,What is the air pollution in London in 1997?,0
https://observablehq.com/d/1f49f2844767ff2e,398,What is the emissions of Nitrogen oxides in the 2000?,0
https://observablehq.com/d/1f49f2844767ff2e,399,What does the purple color represent?,0
https://observablehq.com/d/1f49f2844767ff2e,400,How do I see in the bar chart the information for 2007?,0
https://observablehq.com/d/487752634c6a504f ,401,What does the blue line means in the line chart?,0
https://observablehq.com/d/487752634c6a504f ,402,Is the emission of particulate matter of PM10 higher in 2012 or 2014?,0
https://observablehq.com/d/487752634c6a504f ,403,What is the average for emission of PM2.5 throughout 1990s?,0
https://observablehq.com/d/85ede1c922cd5ec4,404,,0
https://observablehq.com/d/85ede1c922cd5ec4,405,,0
https://observablehq.com/d/85ede1c922cd5ec4,406,,0
https://observablehq.com/d/e3431bf57a73942f,407,How can I get the data for the percentage of obesity in men of 1994 in Switzerland?,0
https://observablehq.com/d/e3431bf57a73942f,408,How does the overall trend for women obesity percentage throughout the time?,0
https://observablehq.com/d/e3431bf57a73942f,409,Which continent has the highest difference between men and women obesity?,0
https://observablehq.com/d/52834f9dce743483,410,"Clicking the year slider play button, what insights can we get?",0
https://observablehq.com/d/52834f9dce743483,411,Which decade had the highest average difference between men and women across all countries shown?,0
https://observablehq.com/d/52834f9dce743483,412,"Across all countries and years shown, what percentage of the combined men-and-women total comes from men?",0
https://observablehq.com/d/2fd761813b14ae95,413,What does the red line in the line chart for?,0
https://observablehq.com/d/2fd761813b14ae95,414,What is the overall trend seen for both men and women for this chart?,0
https://observablehq.com/d/2fd761813b14ae95,415,"Across all years shown, what is the average difference between male and female values?",0
https://observablehq.com/d/6d2233dd5bb9418b,416,What happens when user hover over the line chart?,0
https://observablehq.com/d/6d2233dd5bb9418b,417,"Which country has the highest number of smokers in 1990, Italy or the UK?",0
https://observablehq.com/d/6d2233dd5bb9418b,418,How can this chart be bias towards certain country?,0
https://observablehq.com/d/8f928d4d65b3c4ec,419,Which region had the largest average decrease in adult smoking share from 2000 to 2022?,0
https://observablehq.com/d/8f928d4d65b3c4ec,420,Which region had the highest percentage of countries where adult smoking decreased by at least 10 percentage points from 2000 to 2022?,0
https://observablehq.com/d/8f928d4d65b3c4ec,421,"Across all countries shown, which region contributed the largest share of the total country-level smoking decline?",0
https://observablehq.com/d/6b8adf3059526f47,422,What happens when user hover over the data points?,0
https://observablehq.com/d/6b8adf3059526f47,423,How can user see the trend for the expedniture through out the year?,0
https://observablehq.com/d/6b8adf3059526f47,424,What continents has the most significant increase the the total expenditure throughout the years?,0
https://observablehq.com/d/090f45c4120e4458,425,"In 2020, which commodity had the highest price index?",0
https://observablehq.com/d/090f45c4120e4458,426,"Across all common years shown, which commodity had the highest average price index?",0
https://observablehq.com/d/090f45c4120e4458,427,"Which decade had the highest average combined price index across Petroleum, Wheat, and Corn?",0
https://observablehq.com/d/2d7d721c88a93c6e,428,"Upon hovering the line chart, what can user observe in the chart?",0
https://observablehq.com/d/2d7d721c88a93c6e,429,"In 1889, does cocoa or rice has the higher price?",0
https://observablehq.com/d/2d7d721c88a93c6e,430,What food has changes the most since 1958 in terms of price?,0
https://observablehq.com/d/7446c4046e7c49dd,431,"Across all years shown, which region had the highest average share of expenditure spent on food?",0
https://observablehq.com/d/7446c4046e7c49dd,432,"From 2017 to 2023, which region had the largest increase in average food expenditure per person?",0
https://observablehq.com/d/7446c4046e7c49dd,433,What happens when I click on the year slider instead of clicking the play button?,0
https://observablehq.com/d/05652e3f6ebdf993,434,How can user get the annual working hours for Canada in 2000?,0
https://observablehq.com/d/05652e3f6ebdf993,435,"Which country had the largest decrease in annual working hours from its first year to its latest year shown, and what does this suggest?",0
https://observablehq.com/d/05652e3f6ebdf993,436,"Across all years shown, which country had the highest average annual working hours per person employed?",0
https://observablehq.com/d/e98a9821a97f7615 ,437,What are the countries shown in this chart?,0
https://observablehq.com/d/e98a9821a97f7615 ,438,What happens when user click the play button?,0
https://observablehq.com/d/e98a9821a97f7615 ,439,What is the average years for Japan in the 2000s?,0
https://observablehq.com/d/7ab5978ab8e6bd65,440,What is the overall trend that can be seen in the chart?,0
https://observablehq.com/d/7ab5978ab8e6bd65,441,Which country had the largest increase in vacation days per year from 1870 to 2000?,0
https://observablehq.com/d/7ab5978ab8e6bd65,442,How much did the average vacation days per year across all countries increase from 1870 to 2000?,0
https://observablehq.com/d/6ffc65cc247c63fe,443,Which country has the least weekly working hours throughout the years?,0
https://observablehq.com/d/6ffc65cc247c63fe,444,"If user already selected a specific year through the year slider, then, if the play button is then clicked, will it shows the chart from the starting year, or the current year?",0
https://observablehq.com/d/6ffc65cc247c63fe,445,What is the difference in average working hours for France and Italy,0
https://observablehq.com/d/a62a7e813d26874d ,446,Which country's GDP are consistent through out the years?,0
https://observablehq.com/d/a62a7e813d26874d ,447,How do user get the GDP per capita data for Brazil in 2019?,0
https://observablehq.com/d/a62a7e813d26874d ,448,What is the difference in average of life satisfaction score for South America adn North America?,0
https://observablehq.com/d/9afd123a63309685,449,Which country had the highest life satisfaction in 2024? Did they have a relatively high life expectancy as well?,0
https://observablehq.com/d/9afd123a63309685,450,What happens if I click on the play button?,0
https://observablehq.com/d/9afd123a63309685,451,"How do I see the exact life satisfaction, life expectancy and population of a country?",0
https://observablehq.com/d/b1832e1ba2c6dedf,452,"Which country had 95% of people who are very happy, and have a life satisfaction of 7.54?",1
https://observablehq.com/d/b1832e1ba2c6dedf,453,"Based on the graph, are happiness and life satisfaction correlated, throughout the years?",1
https://observablehq.com/d/b1832e1ba2c6dedf,454,How would I see the graph in the yar 2015,1
https://observablehq.com/d/84f457e9538f0d1d,455,Which country had the highest average working hours per worker in 1981,1
https://observablehq.com/d/84f457e9538f0d1d,456,What is the general trend of United States' annual working hours and GDP per capita from 1956 to 2023?,1
https://observablehq.com/d/84f457e9538f0d1d,457,What does the slider do?,1
https://observablehq.com/d/6fd5aaffc7020a16,458,Which region had the most terrorist attacks in 2014?,1
https://observablehq.com/d/6fd5aaffc7020a16,459,Can the slider be dragged?,1
https://observablehq.com/d/6fd5aaffc7020a16,460,Choose a year from the slider. What does it change on the graph?,1
https://observablehq.com/d/e1f44426962586ac,461,"In 2010, how many countries had pay equity mandated?",1
https://observablehq.com/d/e1f44426962586ac,462,Can I look at the bar chart version of the given chart? How?,1
https://observablehq.com/d/e1f44426962586ac,463,Where is the play button located at? In which view?,1
https://observablehq.com/d/81dec93ff226064a,464,"In 1992, what is the female labor force participation rate of Canada? Is it the same in US?",1
https://observablehq.com/d/81dec93ff226064a,465,Can I click on the bars in the bar chart view?,1
https://observablehq.com/d/81dec93ff226064a,466,What does the play button do in the Line chart view versus the Bar chart view,1
https://observablehq.com/d/b80de1741ccf893a,467,At what year did we have the first democratically-elected woman chief executive?,1
https://observablehq.com/d/b80de1741ccf893a,468,"What does the red/orange bar represent, and what does the blue bar represent?",1
https://observablehq.com/d/b80de1741ccf893a,469,"In the Bar chart view, what happens if you click on the slider?",1
https://observablehq.com/d/02c8b19cb7a2e3a8,470,Which day did people with 0 or 1 doses have the highest deaths?,1
https://observablehq.com/d/02c8b19cb7a2e3a8,471,"Generally, did people with higher doeses of vaccines have less deaths?",1
https://observablehq.com/d/02c8b19cb7a2e3a8,472,What are the two views of the graph that can be chosen in this chart? How does a user choose between them?,1
https://observablehq.com/d/9f48a44f3fb51be7,473,What is the difference between the projected 2020 and the real 2020 number of deaths in December 6th 2020?,1
https://observablehq.com/d/9f48a44f3fb51be7,474,"In the bar chart, what two categories are shown?",1
https://observablehq.com/d/9f48a44f3fb51be7,475,What does the red color represent?,1
https://observablehq.com/d/f724a270146bebdc,476,What was the percentage of people with a COVID-19 booster in November 4th 2022 between the ages of 50-59 years?,1
https://observablehq.com/d/f724a270146bebdc,477,What day does the number of people of the ages 60-69 years become higher than the people of the ages 80+ years?,1
https://observablehq.com/d/f724a270146bebdc,478,What age group does the yellow color represent?,1
https://observablehq.com/d/762d06467075ce6e,479,What was the percentage of people with a COVID-19 booster in April 14th 2023 between the ages of 18-24 years?,1
https://observablehq.com/d/762d06467075ce6e,480,What day does the number of people of the ages 60-69 years become higher than the people of the ages 80+ years?,1
https://observablehq.com/d/762d06467075ce6e,481,What age group does the yellow color represent?,1
