chart_id,link,title,safe title,javascript file,data files,question_id,question,golden_answer,enabled
34,https://observablehq.com/d/e70b572f85764265,All the Flights in the World,all_the_flights_in_the_world,all_the_flights_in_the_world.js,files/5e513b2036bf7088e7380f9bee8d502fa739d80843bd227fe401e2e83222757a55d177900bf67b3057b2f644792eedb43d3d63eeb599a7f2bb1d82fca2818779.csv,113,"Around 1:40 am on 4 September, there are a few airplanes flying across the Atlantic Ocean near Europe. What is the flight number of the airplane flying from France?",AFR853,1
34,https://observablehq.com/d/e70b572f85764265,All the Flights in the World,all_the_flights_in_the_world,all_the_flights_in_the_world.js,files/5e513b2036bf7088e7380f9bee8d502fa739d80843bd227fe401e2e83222757a55d177900bf67b3057b2f644792eedb43d3d63eeb599a7f2bb1d82fca2818779.csv,114,What does the slider do?,Change the flight data based on the time,1
34,https://observablehq.com/d/e70b572f85764265,All the Flights in the World,all_the_flights_in_the_world,all_the_flights_in_the_world.js,files/5e513b2036bf7088e7380f9bee8d502fa739d80843bd227fe401e2e83222757a55d177900bf67b3057b2f644792eedb43d3d63eeb599a7f2bb1d82fca2818779.csv,115,"In certain areas, for example in the United States, there are many flights near other, to the point where we can't see each flight individually. What action would a user do to see each flight and their locations clearly?",Zoom in by scrolling,1
35,https://observablehq.com/@yonsei-university/earthquake-spikes,Earthquake spikes,earthquake_spikes,earthquake_spikes.js,files/0d56938726efbb0e8d3e505edb7e3617e1d3819259ed35039e839b76a75f835efdd115cac652305d9b98057deaa2e918af37332dc77f24de87bd06784dc2f37e.xlsx,116,"What is the magnitude of the earthquake that happened in Sobral, Brazil?",4.3,1
35,https://observablehq.com/@yonsei-university/earthquake-spikes,Earthquake spikes,earthquake_spikes,earthquake_spikes.js,files/0d56938726efbb0e8d3e505edb7e3617e1d3819259ed35039e839b76a75f835efdd115cac652305d9b98057deaa2e918af37332dc77f24de87bd06784dc2f37e.xlsx,117,How many earthquakes happened in the Tonga Islands?,3,1
35,https://observablehq.com/@yonsei-university/earthquake-spikes,Earthquake spikes,earthquake_spikes,earthquake_spikes.js,files/0d56938726efbb0e8d3e505edb7e3617e1d3819259ed35039e839b76a75f835efdd115cac652305d9b98057deaa2e918af37332dc77f24de87bd06784dc2f37e.xlsx,118,What happens if you use the scroll wheel in this chart?,Zoom in/out,1
35,https://observablehq.com/@yonsei-university/earthquake-spikes,Earthquake spikes,earthquake_spikes,earthquake_spikes.js,files/0d56938726efbb0e8d3e505edb7e3617e1d3819259ed35039e839b76a75f835efdd115cac652305d9b98057deaa2e918af37332dc77f24de87bd06784dc2f37e.xlsx,119,"If I use the search bar, how does the chart highlight the searched regions?",Blurs out (reduces opacity) the earthquake of the other regions. Sometimes circles the searched region.,1
35,https://observablehq.com/@yonsei-university/earthquake-spikes,Earthquake spikes,earthquake_spikes,earthquake_spikes.js,files/0d56938726efbb0e8d3e505edb7e3617e1d3819259ed35039e839b76a75f835efdd115cac652305d9b98057deaa2e918af37332dc77f24de87bd06784dc2f37e.xlsx,120,What is the average magnitude of the earthquakes of the South Sandwich Islands?,"Values: 7.4, 7.5, 8.1. Average: 7.67",1
36,https://observablehq.com/@yonsei-university/fifa-ranking,Fifa ranking,fifa_ranking,fifa_ranking.js,files/d31c4fe8ec0971d06d9feeed1f28d6202b5b08f3cadb41575efc730b9741a87d4a70f45099d7bf0bba3fac19bfe2d00046dfdd3f682b4b4a8cdabdadeff7f1c2.csv,121,"On the first day of 2018, how many points did Argentina have?",1348,1
36,https://observablehq.com/@yonsei-university/fifa-ranking,Fifa ranking,fifa_ranking,fifa_ranking.js,files/d31c4fe8ec0971d06d9feeed1f28d6202b5b08f3cadb41575efc730b9741a87d4a70f45099d7bf0bba3fac19bfe2d00046dfdd3f682b4b4a8cdabdadeff7f1c2.csv,122,"In 2022, on what date did Brazil overtake Belgium to claim first place?",10-03-22,1
36,https://observablehq.com/@yonsei-university/fifa-ranking,Fifa ranking,fifa_ranking,fifa_ranking.js,files/d31c4fe8ec0971d06d9feeed1f28d6202b5b08f3cadb41575efc730b9741a87d4a70f45099d7bf0bba3fac19bfe2d00046dfdd3f682b4b4a8cdabdadeff7f1c2.csv,123,"Starting from the earliest date possible in this chart, how many days did Argentina take to get to first place for the first time?",899 days (Maybe accept 900 days),1
36,https://observablehq.com/@yonsei-university/fifa-ranking,Fifa ranking,fifa_ranking,fifa_ranking.js,files/d31c4fe8ec0971d06d9feeed1f28d6202b5b08f3cadb41575efc730b9741a87d4a70f45099d7bf0bba3fac19bfe2d00046dfdd3f682b4b4a8cdabdadeff7f1c2.csv,124,What does the button to the left of the bar do?,Play/pause,1
36,https://observablehq.com/@yonsei-university/fifa-ranking,Fifa ranking,fifa_ranking,fifa_ranking.js,files/d31c4fe8ec0971d06d9feeed1f28d6202b5b08f3cadb41575efc730b9741a87d4a70f45099d7bf0bba3fac19bfe2d00046dfdd3f682b4b4a8cdabdadeff7f1c2.csv,125,"How many days or months do the small intervals of the bar represent, approximately?",1 month,1
37,https://observablehq.com/d/6e96a3d9f17cec90,Zillow Home Value Index,zillow_home_value_index,zillow_home_value_index.js,,126,What is the average United States median home value across the full ZHVI period shown?,"The average ZHVI is about $159,945.",1
37,https://observablehq.com/d/6e96a3d9f17cec90,Zillow Home Value Index,zillow_home_value_index,zillow_home_value_index.js,,127,What can be inferred when Inventory decreases while ZHVI increases after 2013?,It suggests that fewer homes were available for sale while home values were rising. A reasonable inference is that limited housing supply may have contributed to higher home values.,1
37,https://observablehq.com/d/6e96a3d9f17cec90,Zillow Home Value Index,zillow_home_value_index,zillow_home_value_index.js,,128,What is the average ZRI across the whole period shown?,"The average ZRI is about $1,344/month.",1
37,https://observablehq.com/d/6e96a3d9f17cec90,Zillow Home Value Index,zillow_home_value_index,zillow_home_value_index.js,,129,Why might ZRI rise steadily after 2012?,Rental demand has increased or rental supply became tighter.,1
37,https://observablehq.com/d/6e96a3d9f17cec90,Zillow Home Value Index,zillow_home_value_index,zillow_home_value_index.js,,130,What is the average number of homes for sale across the Inventory period?,"1,789,965 homes.",1
38,https://observablehq.com/@n93986/cannabis-exposure,cannabis exposure,cannabis_exposure,cannabis_exposure.js,files/0b10478d2fdc6ebab0ea43f6bb79beadba6d3c4cb4fc8466f79eccd55646fcd048254c229b67c4f981e1c58a62dd2e75f0b88f24fe30d6eb6523aaa1b843ed34.csv,131,"In April 2022, how many CBD cases were recorded?",480 CBD cases.,1
38,https://observablehq.com/@n93986/cannabis-exposure,cannabis exposure,cannabis_exposure,cannabis_exposure.js,files/0b10478d2fdc6ebab0ea43f6bb79beadba6d3c4cb4fc8466f79eccd55646fcd048254c229b67c4f981e1c58a62dd2e75f0b88f24fe30d6eb6523aaa1b843ed34.csv,132,"Across the whole chart period, which category had more total cases?",Synthetic Cannabinoid cases had more total cases,1
38,https://observablehq.com/@n93986/cannabis-exposure,cannabis exposure,cannabis_exposure,cannabis_exposure.js,files/0b10478d2fdc6ebab0ea43f6bb79beadba6d3c4cb4fc8466f79eccd55646fcd048254c229b67c4f981e1c58a62dd2e75f0b88f24fe30d6eb6523aaa1b843ed34.csv,133,"In March 2019, which was higher: CBD cases or Synthetic Cannabinoid cases?",CBD cases is higher,1
39,https://observablehq.com/@n93986/us-gdp,US GDP,us_gdp,us_gdp.js,files/0bb41aa56de1cbec15e314e316de91ffa0b5b96a769d6ea9cbe24ee0952cc2a1ff1f48e8da2207ccd2051de881e54bed7199db755279df14e1d54b0aa89e5056.csv,134,"How do we only see data for ""Consumption"" as the only contributions to the US GDP?","We need to unclick all the other contributor boxes, let only the ""Consumer"" box is clicked and is in red colour. Then, the chart will only show how ""Consumer"" contribute to the US GDP.",1
39,https://observablehq.com/@n93986/us-gdp,US GDP,us_gdp,us_gdp.js,files/0bb41aa56de1cbec15e314e316de91ffa0b5b96a769d6ea9cbe24ee0952cc2a1ff1f48e8da2207ccd2051de881e54bed7199db755279df14e1d54b0aa89e5056.csv,135,What was the average Real GDP growth across all quarters shown from 2021 to 2025?,The average Real GDP growth was about 3%.,1
39,https://observablehq.com/@n93986/us-gdp,US GDP,us_gdp,us_gdp.js,files/0bb41aa56de1cbec15e314e316de91ffa0b5b96a769d6ea9cbe24ee0952cc2a1ff1f48e8da2207ccd2051de881e54bed7199db755279df14e1d54b0aa89e5056.csv,136,What happens when user only see Investment contribution in the chart?,All the other contribution boxes will turn grey and only the blue Investment bars remain visible.,1
39,https://observablehq.com/@n93986/us-gdp,US GDP,us_gdp,us_gdp.js,files/0bb41aa56de1cbec15e314e316de91ffa0b5b96a769d6ea9cbe24ee0952cc2a1ff1f48e8da2207ccd2051de881e54bed7199db755279df14e1d54b0aa89e5056.csv,137,"Across all quarters shown, which component had the highest average contribution among Investment, Net exports, and Government spending?","Investment had the highest average contribution at about +0.75 percentage points. Government spending averaged about +0.30, while Net exports averaged about -0.50.",1
39,https://observablehq.com/@n93986/us-gdp,US GDP,us_gdp,us_gdp.js,files/0bb41aa56de1cbec15e314e316de91ffa0b5b96a769d6ea9cbe24ee0952cc2a1ff1f48e8da2207ccd2051de881e54bed7199db755279df14e1d54b0aa89e5056.csv,138,Compare Jul-22 and Jan-25. How did Investment and Net exports affect GDP differently in these two quarters?,"In Jul-22, Net exports strongly helped GDP with +2.50%, while Investment was negative at -1.05%. In Jan-25, Investment helped strongly with +3.98%, but Net exports falls at -4.90%.",1
40,https://observablehq.com/@n93986/chelsea-transfer-fee,Chelsea Transfer Fee,chelsea_transfer_fee,chelsea_transfer_fee.js,,139,How much did Tottenham spent on transfers in summer 2023?,€248.6m,1
40,https://observablehq.com/@n93986/chelsea-transfer-fee,Chelsea Transfer Fee,chelsea_transfer_fee,chelsea_transfer_fee.js,,140,Which team spent more on sumemr 2023 transfers? Manchester City or Manchester United?,Manchester CIty with €241.1 m,1
40,https://observablehq.com/@n93986/chelsea-transfer-fee,Chelsea Transfer Fee,chelsea_transfer_fee,chelsea_transfer_fee.js,,141,Is Chelsea’s spending higher than Arsenal and Manchester City combined?,"No. Arsenal (€231.6m) + Manchester City (€241.1m) = €472.7m, which is higher than Chelsea",1
40,https://observablehq.com/@n93986/chelsea-transfer-fee,Chelsea Transfer Fee,chelsea_transfer_fee,chelsea_transfer_fee.js,,142,"How can a user find the fee for an individual Chelsea player, and what happens when they do this?","Click Premier League, then click Chelsea. The chart zooms into Chelsea and shows individual player bubbles. Hovering over a player bubble shows a tooltip with the player name, club, and fee.",1
40,https://observablehq.com/@n93986/chelsea-transfer-fee,Chelsea Transfer Fee,chelsea_transfer_fee,chelsea_transfer_fee.js,,143,How can we get the transfer fee for Cunha?,"First, we need to click Premier League, then proceed to click Wolves. There, we can see several players that transfered to Wolves including Cunha. Hovering over Cunha, we can see his name, club and also fee. There, we can get the transfer fee for Cunha in summer 2023.",1
41,https://observablehq.com/@n93986/premier-league-managers,Premier League Managers,premier_league_managers,premier_league_managers.js,files/5891584cae7a9fcc659cf8dbea8828ccbe7a55286f2142971c6890b71810667ccac5e7c58c1e309fc44e044c3a7f306e2a48fbb007ec31c6b2cb4e0316921b7d.csv; files/ffa2463df81101a4f64d17bca9d6c40a8406193c1ae7b8f1c3f368371e017ec3562522855d9853227274700e0a18054e3d7207b32db77b10147ac042f810fb74.csv,144,How can we see all Everton managers and current managers?,"We need to click both Current Manager and Manager circles until they turned Red and Turqoise respectively. Then, hover over Everton to see the managers' names in bold, to make all the other clubs and managers' names dissapear.",1
41,https://observablehq.com/@n93986/premier-league-managers,Premier League Managers,premier_league_managers,premier_league_managers.js,files/5891584cae7a9fcc659cf8dbea8828ccbe7a55286f2142971c6890b71810667ccac5e7c58c1e309fc44e044c3a7f306e2a48fbb007ec31c6b2cb4e0316921b7d.csv; files/ffa2463df81101a4f64d17bca9d6c40a8406193c1ae7b8f1c3f368371e017ec3562522855d9853227274700e0a18054e3d7207b32db77b10147ac042f810fb74.csv,145,Which club has more current managers? Aston Villa or Sunderland?,Sunderland,1
41,https://observablehq.com/@n93986/premier-league-managers,Premier League Managers,premier_league_managers,premier_league_managers.js,files/5891584cae7a9fcc659cf8dbea8828ccbe7a55286f2142971c6890b71810667ccac5e7c58c1e309fc44e044c3a7f306e2a48fbb007ec31c6b2cb4e0316921b7d.csv; files/ffa2463df81101a4f64d17bca9d6c40a8406193c1ae7b8f1c3f368371e017ec3562522855d9853227274700e0a18054e3d7207b32db77b10147ac042f810fb74.csv,146,What can a large club bubble suggest about a club’s managerial history?,"A large bubble suggests the club has had many managers, which may indicate frequent managerial changes or a long Premier League managerial history.",1
41,https://observablehq.com/@n93986/premier-league-managers,Premier League Managers,premier_league_managers,premier_league_managers.js,files/5891584cae7a9fcc659cf8dbea8828ccbe7a55286f2142971c6890b71810667ccac5e7c58c1e309fc44e044c3a7f306e2a48fbb007ec31c6b2cb4e0316921b7d.csv; files/ffa2463df81101a4f64d17bca9d6c40a8406193c1ae7b8f1c3f368371e017ec3562522855d9853227274700e0a18054e3d7207b32db77b10147ac042f810fb74.csv,147,"How can a user show historical manager nodes, and what happens when they do this?","Click the Manager legend item. Teal manager nodes appear, and the links between clubs and managers become visible.",1
41,https://observablehq.com/@n93986/premier-league-managers,Premier League Managers,premier_league_managers,premier_league_managers.js,files/5891584cae7a9fcc659cf8dbea8828ccbe7a55286f2142971c6890b71810667ccac5e7c58c1e309fc44e044c3a7f306e2a48fbb007ec31c6b2cb4e0316921b7d.csv; files/ffa2463df81101a4f64d17bca9d6c40a8406193c1ae7b8f1c3f368371e017ec3562522855d9853227274700e0a18054e3d7207b32db77b10147ac042f810fb74.csv,148,How can a user find the current manager connected to a specific club?,"Make sure to unclick turqoise legend of manager. Click Current Manager, then hover over a club. The connected red current manager node and its link will be highlighted.",1
42,https://observablehq.com/@n93986/share-price-hits-new-high-amid-record-trading-volu,Share price hits new high amid record trading volume,share_price_hits_new_high_amid_record_trading_volume,share_price_hits_new_high_amid_record_trading_volume.js,files/fc2e3df4357e0379e403f016a2280e7ea0ae4b8bf21c88a6e15ceff7fc9a9f7b463bf927a19fedcf34eed9429991826664b5f818ef187a9afda5987a6376c2c3.csv,149,What is the lowest share price?,154.7 USD,1
42,https://observablehq.com/@n93986/share-price-hits-new-high-amid-record-trading-volu,Share price hits new high amid record trading volume,share_price_hits_new_high_amid_record_trading_volume,share_price_hits_new_high_amid_record_trading_volume.js,files/fc2e3df4357e0379e403f016a2280e7ea0ae4b8bf21c88a6e15ceff7fc9a9f7b463bf927a19fedcf34eed9429991826664b5f818ef187a9afda5987a6376c2c3.csv,150,What was the average share price across the whole period shown?,$202.09.,1
42,https://observablehq.com/@n93986/share-price-hits-new-high-amid-record-trading-volu,Share price hits new high amid record trading volume,share_price_hits_new_high_amid_record_trading_volume,share_price_hits_new_high_amid_record_trading_volume.js,files/fc2e3df4357e0379e403f016a2280e7ea0ae4b8bf21c88a6e15ceff7fc9a9f7b463bf927a19fedcf34eed9429991826664b5f818ef187a9afda5987a6376c2c3.csv,151,What overall trend does the share price show from January to October 2025?,"The price declined from January to early April, reaching $154.70, then rose strongly until $291.48 in October.",1
42,https://observablehq.com/@n93986/share-price-hits-new-high-amid-record-trading-volu,Share price hits new high amid record trading volume,share_price_hits_new_high_amid_record_trading_volume,share_price_hits_new_high_amid_record_trading_volume.js,files/fc2e3df4357e0379e403f016a2280e7ea0ae4b8bf21c88a6e15ceff7fc9a9f7b463bf927a19fedcf34eed9429991826664b5f818ef187a9afda5987a6376c2c3.csv,152,What might it suggest when the share price reaches a new high on the same day as record trading volume?,"It may suggest unusually strong market activity and high investor interest. Since the price and volume both peak together, the record high was supported by heavy trading activity.",1
42,https://observablehq.com/@n93986/share-price-hits-new-high-amid-record-trading-volu,Share price hits new high amid record trading volume,share_price_hits_new_high_amid_record_trading_volume,share_price_hits_new_high_amid_record_trading_volume.js,files/fc2e3df4357e0379e403f016a2280e7ea0ae4b8bf21c88a6e15ceff7fc9a9f7b463bf927a19fedcf34eed9429991826664b5f818ef187a9afda5987a6376c2c3.csv,153,How can a user retrieve the exact trading volume for a specific date or bar?,"Hover over a blue volume bar. A tooltip appears showing Volume, date and the value in thousands, such as 144,876 for the final bar.",1
43,https://observablehq.com/@n93986/health-data-bar-1,health data bar 1,health_data_bar_1,health_data_bar_1.js,files/4d979e6b89f18f96833d58be7b56ff2d699c4ac47ac91776f85ea280021843a91aadc6d0385200dd1e2bfc597773f2c0a8903f219d78de5b8693675cffccefec.csv,154,"In 2015, how many Hacking/IT Incident cases were recorded?",56,1
43,https://observablehq.com/@n93986/health-data-bar-1,health data bar 1,health_data_bar_1,health_data_bar_1.js,files/4d979e6b89f18f96833d58be7b56ff2d699c4ac47ac91776f85ea280021843a91aadc6d0385200dd1e2bfc597773f2c0a8903f219d78de5b8693675cffccefec.csv,155,"Across all years shown, which breach type had the highest total number of incidents?",Hacking/IT Incident,1
43,https://observablehq.com/@n93986/health-data-bar-1,health data bar 1,health_data_bar_1,health_data_bar_1.js,files/4d979e6b89f18f96833d58be7b56ff2d699c4ac47ac91776f85ea280021843a91aadc6d0385200dd1e2bfc597773f2c0a8903f219d78de5b8693675cffccefec.csv,156,What was the total number of breach incidents across all breach types in 2019?,512,1
43,https://observablehq.com/@n93986/health-data-bar-1,health data bar 1,health_data_bar_1,health_data_bar_1.js,files/4d979e6b89f18f96833d58be7b56ff2d699c4ac47ac91776f85ea280021843a91aadc6d0385200dd1e2bfc597773f2c0a8903f219d78de5b8693675cffccefec.csv,157,What percentage of all 2019 incidents were Hacking/IT Incident?,60.90%,1
43,https://observablehq.com/@n93986/health-data-bar-1,health data bar 1,health_data_bar_1,health_data_bar_1.js,files/4d979e6b89f18f96833d58be7b56ff2d699c4ac47ac91776f85ea280021843a91aadc6d0385200dd1e2bfc597773f2c0a8903f219d78de5b8693675cffccefec.csv,158,How can a user retrieve all breach-type values for one specific year?,"Move the cursor over that year on the chart. A vertical guide line appears, dots are shown on the lines, and the tooltip lists every breach type with its count for that year.",1
44,https://observablehq.com/@n93986/data-health-bar-2,data health bar 2,data_health_bar_2,data_health_bar_2.js,files/4d979e6b89f18f96833d58be7b56ff2d699c4ac47ac91776f85ea280021843a91aadc6d0385200dd1e2bfc597773f2c0a8903f219d78de5b8693675cffccefec.csv,159,What is the total number of data breaches across all causes shown in the chart?,"3,360 breaches",1
44,https://observablehq.com/@n93986/data-health-bar-2,data health bar 2,data_health_bar_2,data_health_bar_2.js,files/4d979e6b89f18f96833d58be7b56ff2d699c4ac47ac91776f85ea280021843a91aadc6d0385200dd1e2bfc597773f2c0a8903f219d78de5b8693675cffccefec.csv,160,"What is the combined total and percentage share of the top three causes: Hacking/IT Incident, Theft, and Unauthorized Access?","The top three causes total 2,994 breaches, which is about 89.1% of all breaches.",1
44,https://observablehq.com/@n93986/data-health-bar-2,data health bar 2,data_health_bar_2,data_health_bar_2.js,files/4d979e6b89f18f96833d58be7b56ff2d699c4ac47ac91776f85ea280021843a91aadc6d0385200dd1e2bfc597773f2c0a8903f219d78de5b8693675cffccefec.csv,161,What is the percentage for the cause: Improper Disposal that causes data breaching?,2.86%,1
45,https://observablehq.com/@yonsei-university/popup-customise,Popup customise,popup_customise,popup_customise.js,files/ee012022bf9b15e0b8b1699f5fd431ca9b75e4bec4056086e84ec8bec7ee6ae198121fcfd210cb94de937c2410827a160568fd5b3c3ecc31d51838d44f3751f4.xlsx,162,"What were the election results of Solihull in 2019? Give the results of the Conservative party, Labour party, and Liberal Democrat party.","Con: 58.13%, Lab: 21.88%, LD: 15.69%",1
45,https://observablehq.com/@yonsei-university/popup-customise,Popup customise,popup_customise,popup_customise.js,files/ee012022bf9b15e0b8b1699f5fd431ca9b75e4bec4056086e84ec8bec7ee6ae198121fcfd210cb94de937c2410827a160568fd5b3c3ecc31d51838d44f3751f4.xlsx,163,Were the candidates in North Tyneside different between 2017 and 2019? Who were they?,"No, the candidates are the same: Andrew Husband, Chris Boyle, Dean Caroll, John Buttery, Mary Gildon (Must show all 5)",1
45,https://observablehq.com/@yonsei-university/popup-customise,Popup customise,popup_customise,popup_customise.js,files/ee012022bf9b15e0b8b1699f5fd431ca9b75e4bec4056086e84ec8bec7ee6ae198121fcfd210cb94de937c2410827a160568fd5b3c3ecc31d51838d44f3751f4.xlsx,164,"I don't know where my constituency is on the map, but I know the name. To know where my constituency is and the election results of my constituency, what button should I click?",Click on the search button (Magnifying glass emoji),1
45,https://observablehq.com/@yonsei-university/popup-customise,Popup customise,popup_customise,popup_customise.js,files/ee012022bf9b15e0b8b1699f5fd431ca9b75e4bec4056086e84ec8bec7ee6ae198121fcfd210cb94de937c2410827a160568fd5b3c3ecc31d51838d44f3751f4.xlsx,165,Where do I click to switch the results between 2 years?,"""Result 2019"" and ""Result 2017"" button",1
45,https://observablehq.com/@yonsei-university/popup-customise,Popup customise,popup_customise,popup_customise.js,files/ee012022bf9b15e0b8b1699f5fd431ca9b75e4bec4056086e84ec8bec7ee6ae198121fcfd210cb94de937c2410827a160568fd5b3c3ecc31d51838d44f3751f4.xlsx,166,"When I hover on a constituency, I can't see all the candidates. What should I do to see all the names and portraits of the candidates?","Click on the constituency, and scroll down on the tooltip to see more candidates hidden below",1
46,https://observablehq.com/@n93986/share-price-hits-new-high-amid-record-trading-volu,Share price hits new high amid record trading volume,share_price_hits_new_high_amid_record_trading_volume,share_price_hits_new_high_amid_record_trading_volume.js,files/fc2e3df4357e0379e403f016a2280e7ea0ae4b8bf21c88a6e15ceff7fc9a9f7b463bf927a19fedcf34eed9429991826664b5f818ef187a9afda5987a6376c2c3.csv,167,What is the share price in January 2025?,"The chart has daily prices, so January has multiple values. The first January value is $199.43 on Jan 2, 2025. The last January value is $214.02 on Jan 31, 2025.",1
46,https://observablehq.com/@n93986/share-price-hits-new-high-amid-record-trading-volu,Share price hits new high amid record trading volume,share_price_hits_new_high_amid_record_trading_volume,share_price_hits_new_high_amid_record_trading_volume.js,files/fc2e3df4357e0379e403f016a2280e7ea0ae4b8bf21c88a6e15ceff7fc9a9f7b463bf927a19fedcf34eed9429991826664b5f818ef187a9afda5987a6376c2c3.csv,168,How can I get the exact trading volume for April 2025?,Hover over the blue volume bar around Apr-25. The tooltip will show the volume value.,1
46,https://observablehq.com/@n93986/share-price-hits-new-high-amid-record-trading-volu,Share price hits new high amid record trading volume,share_price_hits_new_high_amid_record_trading_volume,share_price_hits_new_high_amid_record_trading_volume.js,files/fc2e3df4357e0379e403f016a2280e7ea0ae4b8bf21c88a6e15ceff7fc9a9f7b463bf927a19fedcf34eed9429991826664b5f818ef187a9afda5987a6376c2c3.csv,169,What information would I get if I hover over both the price line and volume bar for the same month?,"Hovering over the red price line shows the month and share price, such as Apr-25: $167.07. Hovering over the blue volume bar shows the month and trading volume, such as Apr-25: 30,673.",1
47,https://observablehq.com/@n93986/marketing-spend-by-channel,Marketing spend by channel,marketing_spend_by_channel,marketing_spend_by_channel.js,files/f8e3b8f7a5fec49b5829de151af20d7fcec30515e62e051674d05636b814471aa6538d9a25844baea8611d13c08e3abdb8abda3fbfeffcd9a75423a364d415c4.csv,170,"Between Television and Email, which had higher spending in 2024?","Email had higher spending in 2024. Email was £14.3K, while Television was £5.3K.",1
47,https://observablehq.com/@n93986/marketing-spend-by-channel,Marketing spend by channel,marketing_spend_by_channel,marketing_spend_by_channel.js,files/f8e3b8f7a5fec49b5829de151af20d7fcec30515e62e051674d05636b814471aa6538d9a25844baea8611d13c08e3abdb8abda3fbfeffcd9a75423a364d415c4.csv,171,How can I get the data for Print media in 2014 from the chart?,"Hover over the Print media area at the 2014 position. The tooltip should show Print media, 2014: £38.0K.",1
47,https://observablehq.com/@n93986/marketing-spend-by-channel,Marketing spend by channel,marketing_spend_by_channel,marketing_spend_by_channel.js,files/f8e3b8f7a5fec49b5829de151af20d7fcec30515e62e051674d05636b814471aa6538d9a25844baea8611d13c08e3abdb8abda3fbfeffcd9a75423a364d415c4.csv,172,What happens if I hover across the Social media area from 2014 to 2024?,"The tooltip updates year by year, showing the Social media spending for the nearest hovered year. It rises from £3.4K in 2014 to £31.5K in 2024.",1
48,https://observablehq.com/@n93986/social-media-influence-on-mental-health,Social media influence on mental health,social_media_influence_on_mental_health,social_media_influence_on_mental_health.js,files/f86732945408acfa0dba4317e57b8df96f4454471338dc545ffa153c3a65b828eb378fd4ac815dc6be12e7ae5cde070ceec5c0a7ae7095d69219fb51b6994037.csv,173,Which response category appears most stable over time for All adults?,"Neither appears most stable over time. It stays around 33% to 35%, with only about a 2-point range, so its line is almost flat compared with the others.",1
48,https://observablehq.com/@n93986/social-media-influence-on-mental-health,Social media influence on mental health,social_media_influence_on_mental_health,social_media_influence_on_mental_health.js,files/f86732945408acfa0dba4317e57b8df96f4454471338dc545ffa153c3a65b828eb378fd4ac815dc6be12e7ae5cde070ceec5c0a7ae7095d69219fb51b6994037.csv,174,How can I check whether Positive or Negative is higher for 30–44 in Jan 2023?,"Click the 30–44 age-group tab, then hover near the data point around Jan 2023 on the Positive and Negative lines.Based on the closest available data around that time, Positive is higher: in Dec 2022, Positive is 33% and Negative is 27%.",1
48,https://observablehq.com/@n93986/social-media-influence-on-mental-health,Social media influence on mental health,social_media_influence_on_mental_health,social_media_influence_on_mental_health.js,files/f86732945408acfa0dba4317e57b8df96f4454471338dc545ffa153c3a65b828eb378fd4ac815dc6be12e7ae5cde070ceec5c0a7ae7095d69219fb51b6994037.csv,175,What happens if I click the 18–29 age-group tab?,"The chart updates to show only the survey response trends for the 18–29 age group. The lines, tooltip values, and right-side labels all change from All adults to the selected 18–29 data.",1
49,https://observablehq.com/@n93986/the-pursuit-of-happiness,The pursuit of happiness,the_pursuit_of_happiness,the_pursuit_of_happiness.js,files/a1497450fb157c5edb6972d601ffbcac176b6c7962371792e4919257656ac608ce9d3d61ed13380f1a6a039a00ebc08a91f691d287329b5f0a40102438fb8f2f.csv,176,What is the happiness score of Malaysia in 2024?,Malaysia’s happiness score in 2024 is 5.955,1
49,https://observablehq.com/@n93986/the-pursuit-of-happiness,The pursuit of happiness,the_pursuit_of_happiness,the_pursuit_of_happiness.js,files/a1497450fb157c5edb6972d601ffbcac176b6c7962371792e4919257656ac608ce9d3d61ed13380f1a6a039a00ebc08a91f691d287329b5f0a40102438fb8f2f.csv,177,How can I find Japan’s happiness score in 2014?,"hover over or click Japan’s line, then look at the ’14 year position. Japan’s 2014 score is 5.987.",1
49,https://observablehq.com/@n93986/the-pursuit-of-happiness,The pursuit of happiness,the_pursuit_of_happiness,the_pursuit_of_happiness.js,files/a1497450fb157c5edb6972d601ffbcac176b6c7962371792e4919257656ac608ce9d3d61ed13380f1a6a039a00ebc08a91f691d287329b5f0a40102438fb8f2f.csv,178,What happens if I click several countries with different trends at the same time?,The chart keeps all of them selected together.,1
50,https://observablehq.com/@yonsei-university/which-regions-walk-the-least,Which regions walk the least?,which_regions_walk_the_least,which_regions_walk_the_least.js,files/2fcf69ef941ee5ea2f39be369045dd75289eec530d8c01feeb4833907e09d0265e0e2663f14c9db4a0805e7c7532d2dcaaeb350ff56092ef57dc5c474b30bf00.xlsx,179,Which region appears to walk more: Putney or Blackburn?,"Putney walks more. Putney has 61.1%, while Blackburn has 31.5%",1
50,https://observablehq.com/@yonsei-university/which-regions-walk-the-least,Which regions walk the least?,which_regions_walk_the_least,which_regions_walk_the_least.js,files/2fcf69ef941ee5ea2f39be369045dd75289eec530d8c01feeb4833907e09d0265e0e2663f14c9db4a0805e7c7532d2dcaaeb350ff56092ef57dc5c474b30bf00.xlsx,180,How can I get the 2022 walking percentage for Slough from the chart?,"Hover over the Slough hex/region on the map. The tooltip will show: Slough, Walk three times a week, 2022: 31.2%",1
